1015,50000,12.78
1015,49999,6.57
1015,49998,5.37
1015,49997,4.29
1015,49996,4.22
1015,49995,4.13
1015,49994,3.26
1015,49993,3.03
1015,49992,2.54
1015,49991,2.41
1015,49990,2.35
1015,49989,2.32
1015,49988,2.16
1015,49987,2.14
1015,49986,1.97
1015,49985,1.89
1015,49984,1.85
1015,49983,1.81
1015,49982,1.72
1015,49981,1.68
1015,49980,1.46
1015,49979,1.39
1015,49978,1.38
1015,49977,1.37
1015,49976,1.36
1015,49975,1.33
1015,49974,1.32
1015,49973,1.26
1015,49972,1.24
1015,49971,1.23
1015,49970,1.18
1015,49969,1.18
1015,49968,1.13
1015,49967,1.11
1015,49966,1.09
1015,49965,1.09
1015,49964,1.05
1015,49963,1.01
1015,49962,0.92
1015,49961,0.92
1015,49960,0.9
1015,49959,0.9
1015,49958,0.87
1015,49957,0.82
1015,49956,0.81
1015,49955,0.81
1015,49954,0.8
1015,49953,0.8
1015,49952,0.78
1014,49951,10.64
1014,49950,6.83
1014,49949,5.35
1014,49948,4.47
1014,49947,4.27
1014,49946,4.26
1014,49945,4.01
1014,49944,3.57
1014,49943,3.45
1014,49942,3.41
1014,49941,3.27
1014,49940,2.76
1014,49939,2.62
1014,49938,2.22
1014,49937,2.2
1014,49936,2.02
1014,49935,1.98
1014,49934,1.97
1014,49933,1.88
1014,49932,1.75
1014,49931,1.58
1014,49930,1.55
1014,49929,1.42
1014,49928,1.4
1014,49927,1.28
1014,49926,1.22
1014,49925,1.17
1014,49924,1.15
1014,49923,1.14
1014,49922,1.1
1014,49921,1.09
1014,49920,1.05
1014,49919,1.04
1014,49918,1.03
1014,49917,0.86
1014,49916,0.81
1014,49915,0.8
1014,49914,0.62
1014,49913,0.61
1014,49912,0.59
1014,49911,0.58
1014,49910,0.56
1014,49909,0.53
1014,49908,0.52
1014,49907,0.51
1014,49906,0.5
1014,49905,0.49
1014,49904,0.49
1014,49903,0.47
1014,49902,0.45
1014,49901,0.42
1013,49900,14.78
1013,49899,9.83
1013,49898,4.3
1013,49897,4.19
1013,49896,3.9
1013,49895,3.88
1013,49894,3.54
1013,49893,3.34
1013,49892,2.89
1013,49891,2.37
1013,49890,2.34
1013,49889,2.1
1013,49888,2.06
1013,49887,1.98
1013,49886,1.91
1013,49885,1.85
1013,49884,1.85
1013,49883,1.84
1013,49882,1.82
1013,49881,1.82
1013,49880,1.73
1013,49879,1.72
1013,49878,1.59
1013,49877,1.53
1013,49876,1.23
1013,49875,1.23
1013,49874,1.16
1013,49873,1.14
1013,49872,1.14
1013,49871,1.11
1013,49870,0.99
1013,49869,0.99
1013,49868,0.97
1013,49867,0.95
1013,49866,0.94
1013,49865,0.92
1013,49864,0.92
1013,49863,0.9
1013,49862,0.88
1013,49861,0.88
1013,49860,0.78
1013,49859,0.78
1013,49858,0.76
1013,49857,0.75
1013,49856,0.71
1013,49855,0.69
1012,49854,18.53
1012,49853,8.39
1012,49852,5.42
1012,49851,5.07
1012,49850,4.55
1012,49849,4.2
1012,49848,2.97
1012,49847,2.8
1012,49846,2.8
1012,49845,2.45
1012,49844,2.45
1012,49843,2.45
1012,49842,0
1012,49841,2.27
1012,49840,2.1
1012,49839,1.92
1012,49838,1.92
1012,49837,1.75
1012,49836,1.75
1012,49835,1.75
1012,49834,1.57
1012,49833,1.57
1012,49832,1.4
1012,49831,1.4
1012,49830,1.4
1012,49829,1.22
1012,49828,1.05
1012,49827,1.05
1012,49826,1.05
1012,49825,1.05
1012,49824,0.87
1012,49823,0.7
1012,49822,0.7
1012,49821,0.7
1012,49820,0.7
1012,49819,0.7
1012,49818,0.7
1012,49817,0.7
1012,49816,0.7
1012,49815,0.52
1012,49814,0.52
1012,49813,0.52
1012,49812,0.52
1012,49811,0.52
1012,49810,0.52
1012,49809,0.52
1012,49808,0.52
1012,49807,0.52
1012,49806,0.52
1011,49805,7.54
1011,49804,6.73
1011,49803,6.38
1011,49802,3.52
1011,49923,3.36
1011,49800,3.13
1011,49799,3.04
1011,49798,2.94
1011,49797,2.68
1011,49796,2.46
1011,49949,2.38
1011,49931,2.36
1011,49793,2.2
1011,49792,2.18
1011,49791,2
1011,49790,1.95
1011,49789,1.95
1011,49788,1.93
1011,49988,1.8
1011,49786,1.75
1011,49785,1.75
1011,49784,1.65
1011,49783,1.59
1011,49782,1.55
1011,49781,1.5
1011,49780,1.42
1011,49779,1.42
1011,49778,1.41
1011,49777,1.39
1011,49776,1.37
1011,49775,1.34
1011,49774,1.32
1011,49773,1.29
1011,49907,1.27
1011,49771,1.26
1011,49770,1.24
1011,49769,1.24
1011,49768,1.22
1011,49767,1.19
1011,49766,1.17
1011,49765,1.16
1011,49764,1.14
1011,49763,1.14
1011,49762,1.12
1011,49761,1.12
1011,49760,1.12
1011,49759,0
1011,49758,1.11
1011,49757,1.09
1011,49756,1.07
